period,strategy,entry,exit,min_hold_days,confirm_days,cooldown_days,stocks,stocks_with_trades,trades,weighted_win_rate,positive_stocks,beat_bh_stocks,median_return,median_drawdown,median_calmar,median_vs_bh
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,3,0,61,61,264,73.86,57,22,93.86,-27.68,3.75,-63.19
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,4,0,61,61,260,74.62,57,27,95.27,-28.99,3.64,-18.04
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,5,0,61,61,351,55.27,58,25,100.69,-30.0,3.59,-9.25
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,5,0,61,61,253,73.91,57,25,97.51,-30.54,3.59,-7.92
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,2,0,61,61,269,72.86,58,21,95.56,-26.02,3.59,-65.28
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,2,0,61,61,311,63.67,58,19,90.86,-25.92,3.59,-86.05
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,5,0,61,61,327,59.33,58,25,100.34,-30.24,3.53,-9.25
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,5,0,61,61,276,71.38,57,21,93.0,-28.04,3.53,-60.93
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,5,0,61,61,276,71.74,57,21,87.03,-28.04,3.53,-60.93
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,3,0,61,61,303,65.02,57,21,91.33,-27.44,3.48,-62.49
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,5,0,61,61,289,65.05,57,24,96.54,-30.54,3.43,-17.97
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,2,0,61,61,285,68.07,58,21,88.59,-25.92,3.41,-94.57
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,2,0,61,61,285,68.07,58,21,88.59,-25.92,3.41,-94.57
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,3,0,61,61,352,56.82,58,22,86.47,-26.88,3.37,-51.26
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,5,0,61,61,310,62.58,58,25,96.54,-30.54,3.29,-13.83
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,3,0,61,61,279,69.18,56,21,87.77,-26.94,3.27,-71.36
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,3,0,61,61,279,68.82,56,21,87.77,-26.96,3.27,-71.36
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,1,0,61,61,274,71.53,58,20,79.26,-25.55,3.27,-72.75
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,4,0,61,61,277,71.12,56,21,93.38,-27.26,3.26,-64.28
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,4,0,61,61,277,70.76,56,21,93.38,-27.13,3.26,-64.28
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,4,0,61,61,343,58.6,58,27,90.94,-28.38,3.26,-21.65
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,4,0,61,61,320,61.88,58,27,85.85,-28.99,3.22,-21.65
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,4,0,61,61,298,64.77,57,26,85.85,-28.99,3.21,-18.04
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,1,0,61,61,286,68.53,58,19,79.26,-26.11,3.17,-99.45
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,3,0,61,61,325,61.85,58,23,86.47,-27.44,3.16,-64.31
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,3,0,61,61,276,60.87,56,22,81.31,-24.91,3.16,-59.95
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,5,0,61,61,254,63.78,57,25,89.52,-28.08,3.12,-53.9
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,5,0,61,61,215,75.35,56,28,89.52,-28.04,3.1,-24.86
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,5,0,61,61,345,58.84,58,23,77.47,-27.05,3.1,-51.03
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,5,0,61,61,346,58.67,58,23,77.47,-27.05,3.1,-51.03
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,5,0,61,61,270,59.26,57,24,86.58,-28.68,3.08,-55.16
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,3,0,61,61,388,51.8,57,22,83.16,-27.45,3.08,-64.12
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,5,0,61,61,227,69.6,54,26,82.09,-28.68,3.08,-32.72
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,5,0,61,61,241,67.22,57,26,80.49,-28.78,3.06,-53.9
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,4,0,61,61,374,53.74,58,28,85.85,-28.38,2.96,-22.84
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,3,0,61,61,255,65.49,56,22,71.94,-25.42,2.96,-65.63
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,2,0,61,61,281,59.79,56,20,63.48,-23.36,2.95,-115.4
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,3,0,61,61,226,73.45,56,22,78.66,-25.19,2.92,-60.87
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,4,0,61,61,290,56.9,56,26,81.61,-26.19,2.91,-62.28
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,2,0,61,61,336,61.01,57,18,73.97,-27.21,2.91,-107.31
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,4,0,61,61,268,61.94,56,26,82.52,-26.19,2.9,-61.53
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,5,0,61,61,313,65.5,56,18,63.01,-27.21,2.89,-119.87
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,5,0,61,61,312,65.71,57,18,62.93,-27.21,2.89,-118.66
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,2,0,61,61,337,60.83,57,18,73.97,-27.21,2.87,-107.31
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,3,0,61,61,239,67.36,53,21,71.94,-25.42,2.87,-62.91
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,4,0,61,61,295,64.41,54,17,70.89,-27.71,2.85,-95.15
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,4,0,61,61,250,65.2,56,25,84.66,-28.47,2.83,-59.02
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,4,0,61,61,235,67.66,53,24,79.49,-28.88,2.83,-59.02
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,5,0,61,61,292,64.38,54,18,83.06,-27.71,2.82,-94.31
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,2,0,61,61,310,53.87,54,20,56.94,-24.32,2.82,-115.4
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,2,0,61,61,232,72.41,55,21,66.54,-23.47,2.81,-126.15
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,4,0,61,61,221,74.21,56,26,88.23,-26.19,2.8,-59.02
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,3,0,61,61,299,56.19,56,22,62.55,-25.0,2.79,-61.18
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,5,0,61,61,364,56.87,55,16,61.42,-24.82,2.79,-140.1
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,5,0,61,61,364,56.87,55,16,61.42,-24.82,2.79,-143.33
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,2,0,61,61,357,56.02,57,16,74.63,-25.6,2.78,-95.55
full,tianma__shou_gone,tianma,shou_gone,30,4,0,61,61,228,73.68,55,23,73.47,-25.19,2.78,-65.01
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,5,0,61,61,273,71.43,57,20,66.69,-28.04,2.77,-100.52
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,5,0,61,61,273,71.43,57,20,66.69,-28.04,2.77,-100.52
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,2,0,61,61,358,55.87,57,16,74.63,-25.6,2.75,-95.55
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,4,0,61,61,228,73.25,55,23,73.47,-25.19,2.75,-65.01
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,5,0,61,61,234,69.23,53,21,67.97,-24.1,2.75,-73.87
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,1,0,61,61,372,54.3,58,18,61.57,-27.2,2.73,-93.21
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,3,0,61,61,351,56.98,58,21,74.18,-26.12,2.72,-74.13
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,3,0,61,61,351,56.98,58,21,74.18,-26.19,2.72,-74.13
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,3,0,61,61,399,50.88,58,20,66.17,-27.04,2.72,-67.46
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,3,0,61,61,399,50.63,58,20,66.17,-27.04,2.72,-67.46
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,2,0,61,61,330,61.21,56,20,81.85,-27.21,2.71,-80.62
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,1,0,61,61,232,69.83,55,19,60.67,-23.03,2.71,-128.84
full,tianma__shou_gone,tianma,shou_gone,30,5,0,61,61,226,74.34,56,23,64.65,-26.3,2.7,-62.59
full,tianma__shou_gone,tianma,shou_gone,30,3,0,61,61,230,71.74,55,22,73.01,-24.64,2.68,-104.37
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,3,0,61,61,230,71.74,55,22,73.01,-24.64,2.68,-104.37
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,1,0,61,61,317,63.41,56,17,67.21,-25.74,2.68,-102.35
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,2,0,61,61,362,55.52,58,19,85.48,-27.21,2.67,-79.37
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,2,0,61,61,407,50.12,57,18,67.31,-27.21,2.67,-92.88
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,2,0,61,61,408,50.0,57,18,66.53,-27.21,2.67,-92.88
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,4,0,61,61,273,71.43,57,16,61.87,-27.24,2.67,-112.04
full,tianma__shou_gone,tianma,shou_gone,30,1,0,61,61,232,72.85,55,21,68.71,-23.38,2.66,-127.89
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,1,0,61,61,286,65.04,54,17,78.13,-26.77,2.65,-99.58
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,5,0,61,61,392,53.57,56,17,57.59,-26.7,2.64,-136.53
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,5,0,61,61,392,53.57,56,17,57.59,-26.7,2.64,-139.85
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,5,0,61,61,328,61.59,57,22,77.47,-28.39,2.63,-63.93
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,5,0,61,61,328,61.59,57,22,77.47,-28.39,2.63,-63.93
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,3,0,61,61,333,60.36,57,21,70.2,-27.82,2.62,-88.24
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,3,0,61,61,333,60.36,56,20,70.2,-27.82,2.62,-88.24
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,1,0,61,61,230,73.91,56,20,68.83,-23.38,2.62,-127.89
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,1,0,61,61,287,58.54,57,18,57.84,-23.62,2.62,-128.84
full,tianma__shou_gone,tianma,shou_gone,15,3,0,61,61,268,60.07,55,19,57.83,-23.79,2.6,-118.49
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,3,0,61,61,268,60.07,55,19,57.83,-23.79,2.6,-118.49
full,tianma__shou_gone,tianma,shou_gone,30,2,0,61,61,232,72.41,55,21,67.31,-24.06,2.58,-126.15
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,15,5,0,61,61,362,58.29,58,16,52.39,-24.82,2.58,-119.87
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,1,0,61,61,338,60.95,56,17,70.23,-27.21,2.57,-108.02
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,5,0,61,61,232,72.85,56,20,59.09,-23.03,2.57,-128.84
full,tianma__hold_gone,tianma,hold_gone,30,5,0,61,61,232,73.28,56,20,57.98,-23.03,2.57,-128.84
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,2,0,61,61,403,49.63,57,19,67.41,-27.6,2.56,-92.77
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,15,5,0,61,61,336,62.5,56,18,60.51,-25.6,2.54,-141.83
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,5,0,61,61,336,62.5,56,18,60.51,-25.6,2.54,-145.0
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,2,0,61,61,260,65.38,56,20,63.48,-24.32,2.53,-123.01
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,1,0,61,61,362,55.52,56,15,51.51,-25.42,2.53,-124.37
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,5,0,61,61,393,52.42,57,23,73.52,-28.49,2.51,-56.25
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,5,0,61,61,393,52.67,57,23,73.52,-28.49,2.51,-56.19
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,2,0,61,61,228,74.12,58,21,68.72,-24.59,2.5,-108.88
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,5,0,61,61,226,74.34,56,23,64.65,-26.3,2.5,-62.59
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,4,0,61,61,294,55.78,55,22,56.41,-24.69,2.5,-105.77
full,tianma__shou_gone,tianma,shou_gone,20,5,0,61,61,246,64.63,54,20,54.99,-26.3,2.5,-95.65
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,5,0,61,61,246,65.04,54,20,54.99,-26.3,2.5,-95.76
full,tianma__shou_gone,tianma,shou_gone,10,4,0,61,61,293,56.31,55,22,53.46,-24.69,2.5,-101.59
full,tianma__shou_gone,tianma,shou_gone,15,5,0,61,61,263,61.98,55,20,58.2,-25.19,2.49,-87.98
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,5,0,61,61,263,61.98,55,20,58.2,-25.19,2.49,-87.98
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,1,0,61,61,265,64.15,56,19,57.84,-24.04,2.49,-128.84
full,tianma__shou_gone,tianma,shou_gone,10,3,0,61,61,297,54.55,55,21,54.29,-23.38,2.49,-117.01
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,3,0,61,61,297,54.55,55,21,54.29,-23.38,2.49,-117.01
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,15,5,0,61,61,368,55.43,57,17,57.16,-26.82,2.46,-111.5
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,2,0,61,61,271,59.41,54,16,56.47,-23.64,2.46,-133.72
full,tianma__hold_gone,tianma,hold_gone,10,5,0,61,61,282,61.7,56,18,50.08,-22.99,2.45,-137.64
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,5,0,61,61,282,61.35,56,18,48.13,-22.99,2.45,-137.64
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,5,0,61,61,339,61.95,56,18,56.54,-28.04,2.44,-119.87
full,tianma__hold_gone,tianma,hold_gone,30,1,0,61,61,237,70.46,57,15,45.29,-21.71,2.44,-149.21
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,4,0,61,61,394,52.03,58,23,63.21,-27.39,2.43,-62.53
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,4,0,61,61,394,51.78,58,23,63.21,-27.13,2.43,-62.03
full,tianma__shou_gone,tianma,shou_gone,10,5,0,61,61,289,56.4,56,22,52.55,-25.68,2.4,-84.44
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,5,0,61,61,289,56.4,56,22,52.55,-25.68,2.4,-84.44
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,1,0,61,61,412,50.49,57,17,57.72,-27.36,2.39,-93.21
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,1,0,61,61,415,49.64,55,16,56.19,-27.2,2.39,-123.38
full,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,1,0,61,61,337,60.53,57,19,65.56,-26.11,2.38,-100.36
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,1,0,61,61,359,56.27,57,15,57.84,-26.12,2.38,-96.38
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,4,0,61,61,273,71.06,57,16,57.49,-27.24,2.38,-112.04
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,1,0,61,61,340,60.29,54,15,50.52,-27.21,2.38,-110.86
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,2,0,61,61,240,68.33,53,18,63.91,-22.87,2.37,-143.63
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,1,0,61,61,251,66.14,54,17,56.57,-24.04,2.37,-128.84
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,4,0,61,61,237,68.78,54,18,58.7,-24.6,2.36,-128.6
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,4,0,61,61,347,57.35,58,22,65.45,-26.83,2.35,-53.01
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,4,0,61,61,347,57.64,57,22,61.04,-26.83,2.35,-53.01
full,tianma__shou_gone,tianma,shou_gone,15,4,0,61,61,266,60.9,55,21,60.04,-24.59,2.35,-108.66
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,4,0,61,61,266,60.53,55,21,60.04,-24.59,2.35,-109.1
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,4,0,61,61,342,60.82,53,16,56.77,-28.04,2.35,-129.42
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,2,0,61,61,253,63.64,54,17,47.26,-24.32,2.35,-137.72
full,tianma__hold_gone,tianma,hold_gone,20,1,0,61,61,258,67.44,53,14,43.12,-21.58,2.35,-165.97
full,tianma__hold_gone,tianma,hold_gone,30,3,0,61,61,233,72.53,58,17,56.0,-22.83,2.34,-154.18
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,3,0,61,61,233,72.53,58,17,56.0,-22.83,2.34,-154.18
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,5,0,61,61,339,61.06,56,18,58.93,-28.01,2.33,-100.11
full,tianma__shou_gone,tianma,shou_gone,15,2,0,61,61,271,59.41,54,16,53.82,-24.06,2.32,-133.72
full,tianma__shou_gone,tianma,shou_gone,20,3,0,61,61,250,63.2,53,18,53.1,-24.91,2.32,-132.09
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,1,0,61,61,345,62.32,54,16,50.59,-25.2,2.32,-175.24
full,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,4,0,61,61,329,61.09,57,22,64.46,-27.77,2.31,-67.26
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,4,0,61,61,329,60.79,57,22,64.46,-27.27,2.31,-67.26
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,5,0,61,61,235,71.92,55,20,57.98,-22.99,2.31,-128.84
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,4,0,61,61,314,65.29,54,17,53.56,-26.23,2.31,-126.16
full,tianma__hold_gone,tianma,hold_gone,30,2,0,61,61,236,69.92,57,16,53.5,-22.87,2.29,-155.01
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,2,0,61,61,236,69.92,57,16,53.5,-22.87,2.29,-155.01
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,2,0,61,61,237,69.2,56,16,47.43,-22.47,2.29,-147.47
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,4,0,61,61,313,64.86,54,17,53.56,-26.23,2.28,-126.16
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,4,0,61,61,248,64.11,53,20,53.46,-25.42,2.28,-105.45
full,tianma__shou_gone,tianma,shou_gone,20,4,0,61,61,248,64.52,53,20,52.29,-25.42,2.28,-105.45
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,3,0,61,61,239,69.04,55,18,57.98,-23.18,2.27,-143.16
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,1,0,61,61,323,51.39,53,19,51.18,-23.86,2.27,-128.84
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,2,0,61,61,300,54.0,54,18,48.65,-23.36,2.27,-131.32
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,3,0,61,61,250,62.8,53,18,53.1,-24.91,2.26,-132.09
full,tianma__hold_gone,tianma,hold_gone,5,5,0,61,61,301,58.14,56,18,48.58,-23.38,2.23,-144.83
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,5,0,61,61,301,58.14,56,18,48.41,-23.38,2.23,-144.83
full,tianma__hold_gone,tianma,hold_gone,20,5,0,61,61,246,69.11,55,20,48.13,-23.18,2.23,-129.1
full,tianma__hold_gone,tianma,hold_gone,15,5,0,61,61,261,67.05,55,18,47.18,-23.18,2.23,-144.0
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,15,5,0,61,61,261,66.67,55,18,46.35,-23.18,2.23,-144.0
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,5,0,61,61,247,68.83,54,20,44.16,-23.18,2.23,-129.1
full,tianma__hold_gone,tianma,hold_gone,30,4,0,61,61,232,72.41,57,17,61.14,-23.53,2.22,-143.57
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,4,0,61,61,232,72.85,57,17,61.14,-23.53,2.22,-143.57
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,4,0,61,61,371,55.79,55,16,49.45,-26.01,2.22,-169.98
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,4,0,61,61,371,55.53,55,16,46.88,-26.01,2.22,-169.98
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,1,0,61,61,259,65.64,52,13,39.16,-21.58,2.22,-165.97
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,4,0,61,61,403,52.11,55,16,49.45,-26.03,2.2,-172.3
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,4,0,61,61,403,51.86,55,16,49.02,-26.1,2.2,-172.3
full,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,2,0,61,61,247,65.59,54,20,56.94,-24.6,2.19,-126.15
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,1,0,61,61,328,63.72,53,15,50.59,-24.51,2.19,-175.24
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,1,0,61,61,240,68.33,53,17,48.8,-21.71,2.19,-142.59
full,tianma__shou_gone,tianma,shou_gone,20,2,0,61,61,253,63.64,54,17,47.26,-24.59,2.19,-137.72
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,20,1,0,61,61,260,65.77,51,16,41.65,-21.49,2.19,-183.65
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,3,0,61,61,235,71.06,57,17,56.0,-22.75,2.18,-148.46
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,5,0,61,61,413,51.82,54,16,51.35,-25.39,2.16,-141.27
full,tianma__shou_gone,tianma,shou_gone,10,1,0,61,61,303,54.46,53,18,50.17,-23.72,2.16,-132.98
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,3,0,61,61,414,51.45,53,16,44.86,-23.94,2.16,-185.27
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,4,0,61,61,235,71.49,56,17,53.74,-23.38,2.15,-137.79
full,tianma__shou_gone,tianma,shou_gone,10,2,0,61,61,300,54.0,54,18,48.65,-23.64,2.14,-131.32
first_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,5,0,61,61,168,52.38,53,36,45.29,-23.07,2.13,8.33
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,1,0,61,61,259,66.8,52,12,39.16,-21.58,2.13,-165.97
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,3,0,61,61,315,65.4,55,16,47.19,-25.02,2.12,-139.73
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,3,0,61,61,316,65.51,55,16,47.19,-25.02,2.12,-139.73
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,2,0,61,61,325,63.38,54,16,45.96,-24.97,2.12,-151.63
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,2,0,61,61,326,63.5,54,16,45.96,-24.97,2.12,-151.63
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,3,0,61,61,374,56.68,55,15,42.93,-23.94,2.12,-181.18
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,3,0,61,61,374,56.68,55,15,42.93,-23.94,2.12,-181.18
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,4,0,61,61,339,61.95,55,17,50.84,-26.01,2.11,-171.05
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,5,0,61,61,274,61.68,54,16,46.35,-22.99,2.11,-144.0
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,1,0,61,61,238,70.17,56,15,43.77,-21.71,2.11,-144.29
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,3,0,61,61,276,70.65,58,15,56.22,-27.71,2.09,-115.99
full,tianma__hold_gone,tianma,hold_gone,20,3,0,61,61,249,69.08,55,16,44.99,-22.22,2.08,-158.51
full,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,3,0,61,61,250,69.2,55,16,44.99,-22.22,2.08,-158.51
full,tianma__hold_gone,tianma,hold_gone,15,3,0,61,61,267,66.67,53,14,40.53,-21.84,2.08,-186.18
